tweet_id,text,Intent,Requires_Escalation
9337,"@Uber_Support I waited 20 minutes for a ride - driver around the corner the whole time! No $5.00 fee, please.",Payment_Account,False
18435,"@Uber_Support Thanks, I have just done this. Is there a way to lock the account to ensure that my banking details are secure?",Payment_Account,True
14875,"@115877 before he finally delivered my food, cold, of course, ffs",General_Inquiry,False
29581,"@Uber_Support If i am saying that last report was received, that means this feature is already ON in App settings.Can you please check with your backend?",General_Inquiry,False
14882,@Uber_Support Ur in app support refuses to acknowledge promise made by phone CS rep for refund. U used to have stellar CS. Now the worst.,Lost_Item,True
17691,@Uber_Support Still having issues with the Family account...see my DM,Payment_Account,False
44641,@115873 So difficult to contact Uber - someone signed up with my email address. How do I report this?,General_Inquiry,False
11148,@Uber_Support I have been doing that for the last 50mins no reply,General_Inquiry,False
2423,@115877 just made a $35 ubereats order from @116273 and did not receive my burrito. Who should I contact?,General_Inquiry,False
42688,When u wait in the airport and 7cars left and @115873 decided tolost my cue and put me back to 100+ car!! Wtf!,Lost_Item,True
19761,Can not stand @115873 and how many of their drivers try and scam me off the books 😡😡😡,Ride_Issue,False
14873,@Uber_Support please read my DM for i need to get up and running as fast a possible. Thank you,General_Inquiry,False
13971,@Uber_Support My boyfriend doesn’t refer anyone . He automatically gets them applied to his account .....,Payment_Account,False
2455,An uber driver 1)let me drive 2)started petting my hair as I drive 3)hugged me goodbye and 4)proceeded to touch my ass dyring said weird ass hug @115873 get ur shit together,Ride_Issue,False
13235,"@118730 @uber_support 1/2 guys, your uber eats customer service is garbage. I ordered something by mistake, tried to cancel it to no",Ride_Issue,False
31569,@115873 How can I delete my MasterCard from payment method??,General_Inquiry,False
11565,"@Uber_Support I have moved recently from Delhi to Mumbai, India permanently. However, I keep getting SMS/email about offers in Delhi. How can I change that to Mumbai?",General_Inquiry,False
32001,@Uber_Support Since 12Oct you are saying that 2 reversals will b credited in 2-3 days. Its November guys. Where are the reversals?#UberSucks,General_Inquiry,False
30077,@Uber_Support  trying to find a ride because I have to be somewhere at 7 and there are cars near my area but no ride has been found.,General_Inquiry,False
31526,"@Uber_Support Actually you don't care your customers, you just need the money.
Such a poor, cheap, foolish support.
#Sleeping  #support",General_Inquiry,False
16916,@115873 @Uber_Support your #Pool analytics are pathetic. #Poorproduct,General_Inquiry,False
2730,@115877 @Uber_Support,General_Inquiry,False
20506,"Solid @115873 drivers out here that drive around without their lights on! Not getting in that car, keep up the good work gang.",Ride_Issue,False
2465,"@115873 @116288 My friend, Harsh Ranjan left his phone in uber cab while returning home. He tried calling his phone, it rang at the beginning then after few seconds it's coming as switched off. I am sharing the driver details and trip details. Kindly help. https://t.co/m1QNY1rSm2",Lost_Item,True
16140,"@Uber_Support good night, I can not change the phone number of my account",Lost_Item,True
18218,@Uber_Support: my account __email__. I'm not sure what happened the app came on and offered me affair when I wasn't working,Payment_Account,False
2441,@115873 i’m only a few months away from 21. let me drive anyway,General_Inquiry,False
19230,To the @115873 driver who has been 2mins away for over 15mins. I hope you battled a dragon to get to me.,Ride_Issue,False
11683,@Uber_Support Hi I do not understand how I am suppose to generate my bill for the rides I've got.,General_Inquiry,False
784,"1 hour+ inside an old Altima that smells and has ripped stain seats, with an inexperienced miami driver @115873 standards down now 4 applying!",Ride_Issue,False
9851,@Uber_Support STOP SENDING ME DRIVERS SAYING THEIR 5 MINUTES AWAY WHEN THEY'RE REALLY 20 I HAVE PLACES TO BE!,Ride_Issue,False
18745,"So my @115873 driver started the ride without me in the car today. When I called him, he said ""it just did that"" 1/n",Ride_Issue,False
13593,"@Uber_Support on 10/29, my bank statement shows I was charged $23 for a trip that does not show up in the uber app and that I didn’t take.",Payment_Account,True
42673,@Uber_Support This company's customer support is a joke! And y'all are a complete bullshit company! I am expectin a full refund asap:) thanks for the help,Payment_Account,False
8604,@Uber_Support I all ready send the DM,General_Inquiry,False
19002,Why does it take more than 24hours to seek help @115873 what ever happened to being responsive 🤔 #overcharged #noresponse #CUSTOMERSERVICEFAIL,Payment_Account,False
20508,"@Uber_Support @115873 @116276 
I'm sorry to say this but unfortunately there hasn't been anyone frm ur side connecting wt me fr the issue. Disgusting",General_Inquiry,False
4585,@Uber_Support Already responded. No response. New order is 30minutes late. @116788 would do a better job. Using them from now on. Loyal customer just lost.,Lost_Item,True
39702,@Uber_Support But I need to know now this is a scheduled ride for Friday.,General_Inquiry,False
17281,"Some epic shit from @115873 
Driver cancelled but you'll be charged cancellation anyway. Ugh. Have some shame. https://t.co/C0pW5hN45L",Payment_Account,False
42678,@Uber_Support hi! I canceled my ride but I think someone got into my car because I just got charged. Help 😩,Payment_Account,False
30069,@Uber_Support No one has got in contact with me yet,General_Inquiry,False
14894,@Uber_Support @AskAmex Your app is really broken. I have tried to use my $15 Amex  credit two times and it keeps charging my CC,General_Inquiry,False
2447,"@116276 ANSWER ME, WHY IF I REPORT ANOTHER DRIVER WITH A GUN IN HI VEHICLE MY ACCOUNT GETS PUT ON HOLD????????",Payment_Account,False
6976,@Uber_Support i change my number i need to update and i'm having problems cause in the app don't let me do that even in the site help!!,General_Inquiry,False
14353,@Uber_Support Over 90 minutes with no response to missing items with my eats delivery.  Do you even have support? I feel like the name lies,Payment_Account,False
2480,@115877 Tell me why I've called support four times and been on hold for ages every time .. If no one answers what's the point of having a support number,General_Inquiry,False
7016,"@Uber_Support Hi. I lost my phone in an Uber. App asks me to submit my phone number to make contact,I only had mobile as travelling.",Lost_Item,True
30067,@Uber_Support when will more ride passes be released for the DC area? My pass ends in 2 days &amp; I want another.  Why can't passes auto renew?,General_Inquiry,False
17288,A drunk driver just demolished my @115873 ... #HappyBirthday,Ride_Issue,False
19532,A total joke by @115873 for charging me $150 for cleaning out of nowhere. I did not carry any liquid on to this car. @120329 @120330 https://t.co/OrFzpzENYo,General_Inquiry,False
14356,@115877 What the hell kind of service are you running? Surely you shouldn’t accept an order if there are no riders available? 1 hr wait https://t.co/gsNAiYfwR1,Ride_Issue,False
9339,@659 @115877 It just doesn’t make sense https://t.co/ULdLAtcea2,General_Inquiry,False
2410,.@115873 I️t took our driver over 5 minutes to start moving for our ride. We have a flight to catch. If they can’t do the ride then they shouldn’t accept I️t. #CustomerService,Ride_Issue,False
43967,@Uber_Support The issue is the busy area fee was not flagged for me in the app you guys snuck it in you are supposed to highlight the fee and I tried to cancel right away this is ridiculous I'm NEVER using @115877 again and telling all my friends not to,Payment_Account,False
44042,"@Uber_Support yet another failed UberEATS delivery missing half the meal. I only use it because of Amex monthly credits. Hey @AskAmex, can you provide credits to other ride share or food delivery services instead of just Uber for your Platinum card members?",General_Inquiry,False
32448,@115873 why would you give me a ride that before I even got picked up it said my arrival would be delayed? That makes zero sense 🤷🏼‍♀️,General_Inquiry,False
18444,Bru @115873 why tf would I spend 146$ on a uber ride ?! I kould go get a rental for da day with dat bullshit !,General_Inquiry,False
8583,"@Uber_Support just got kicked out of this guy’s car because he didn’t want to drive me home. Insult to injury, you charge me $7. #uberfail https://t.co/pJZuJmyyEj",Payment_Account,False
3815,Wtf just happened. @115873 how do i complain abott a driver who canceled on me due to discriminatory and racist judgements.#uber,Ride_Issue,False
36698,@Uber_Support Yes and free food isnt there...,General_Inquiry,False
31987,"@Uber_Support I have already mentioned my issue on Help page on Uber application(my mail id - __email__), please rectify my issue asap",General_Inquiry,False
3805,"@115873 why charge higher than the rate range when I order? Ordered uberblack in Geneva for a 5-min ride. Range was Ch19 -24, charged Ch32.38.",Payment_Account,False
34716,"@Uber_Support Yes, __email__ thank you",General_Inquiry,False
3163,"Uber driver drove me to wrong location, makes me get out anyway and @115873 won't provide a proper refund 🙃🙃🙃 #Delete #Fail Sup @115879 😘😘😘",Payment_Account,False
42682,@Uber_Support Somebody is using my account illegally . Your app and website do not address these issues .  I have changed the password 5 times,Payment_Account,False
20064,"@Uber_Support Now onward i am goint to boycott uber for forever
Its 10th time i have charged cancelation fee bcz of uber drives",Payment_Account,False
34719,"@Uber_Support hi. First time using and setting up Uber Eats. Tried to order, but now saying account disabled? Help!",Payment_Account,False
9855,@Uber_Support Pretty sure I detailed what the issue is blatantly. Y’all have no filter whatsoever on the driving skills of who you hire.,General_Inquiry,False
2719,@Uber_Support @115877 you haven’t “reached out”. Please refund the cost of the inedible food without delay,Payment_Account,False
42691,@115873 @Uber_Support Contact me immediately on 9936299682,General_Inquiry,False
39699,@Uber_Support No that isn’t what I asked. I asked how I can ensure that one car will fit luggage for my family of 3.,General_Inquiry,False
20058,@Uber_Support get yo mans this is unsafe and i’m pissed as hell,Ride_Issue,True
2098,kya khassi support hai yaar @Uber_Support. i am an uber rider not driver. they are telling me to take docs to nearby uber office for verification and all i was asked was to update my cellphone number 👺👺,Lost_Item,True
43968,I'm in Toronto and @115877 is trying to scam me by not flagging a surcharge see please help a $14 surcharge is ridiculous and I immediately tried to cancel,Payment_Account,False
43395,@Uber_Support Why I have to pay wait time charge when I was ahead of schedule and driver was late? Instead I should get a compensation.,Payment_Account,False
15266,when ya uber smells like weed,General_Inquiry,False
21994,@Uber_Support Very rude from your customer service to tell me it’s my fault.. the address I had asked was a hotel the driver didn’t even come inside,Ride_Issue,False
14881,@Uber_Support I just did thanks,General_Inquiry,False
19220,@Uber_Support This hardly helps.,General_Inquiry,False
30559,@Uber_Support  very poor service by uber.Why should i pay if a driver cancel ride without any rsn evn after cnfrming source and destination.,Ride_Issue,False
20055,@115873 charged me $150 without asking me what happened. Bodily fluids? Excuse me? This is an insult. Any way to file a lawsuit? https://t.co/hclxTNR47z,Payment_Account,False
2422,@Uber_Support Thank you for your response. Put in a request and am waiting for reply!,Ride_Issue,False
38273,@Uber_Support I got locked out of my old account and Your system won't let me use my card on the new account. Help :(,Payment_Account,False
17269,"After entering a destination&amp;getting a calculated fare,imagine my surprise when I was charged 100% MORE than that.Will never use @115873 again",Payment_Account,False
14345,@115873 You need to vet your drivers its criminal.,Ride_Issue,False
18735,when you use @115877 and get like 43% of what you ordered.,General_Inquiry,False
41286,Just received my first @115877 delivery now that they're in my area. I was told the driver waited for a tip. Is that normal? https://t.co/6L5lCy9Lsw,Ride_Issue,False
12026,Can @115877 get me that pollo regio tho!🤔🤔🤔,General_Inquiry,False
19538,@115873 I'm stuck in a car with a drunk driver who refuses to pull over. Your app has no options for this.,Ride_Issue,False
39697,@Uber_Support What areas specifically around the City of Toronto allow the use of an 8 year old car for UberX,General_Inquiry,False
27930,"I’m so annoyed with Uber eats, never mind zve money back, I just want my food 😫😫😫",General_Inquiry,False
19232,Ordered 30$ worth of food @115877 and got tiny portion. Order more food thru them but diff place. Order was cancelled for no reason? wtf?,Ride_Issue,False
12627,"@Uber_Support Ordered chicken nuggets and got this. Seems right!  But hey, at least you’ll look in to it in 24 hours. https://t.co/KxtHua7F7u",General_Inquiry,False
28495,‘Senior’ complaints @115877 call 35 mins late. Insurance policy? No idea. Driver pay? £40 hr? Car damage? Not our responsibility. Pathetic,Ride_Issue,False
42695,@115873 please i need help!!! I need to contact a driver 3 hours ago because the driver has very inportant documents.,Ride_Issue,False
16919,"@115873 
I had booked an uber but it was not in condition to go anywhere. I asked the driver to cancel the ride  but he is roaming around the city . He doesn't even bother to pickup my phone https://t.co/qRypzuHzQH",Lost_Item,True
22603,@Uber_Support how long should DM replies take?,General_Inquiry,False
18987,@Uber_Support Better give me a bangalore assistant,General_Inquiry,False
16494,@Uber_Support you wanted to charge me 9.98 usd extra because traffic was busy ($15 Uber fees for a $17 meal) I made it myself in 9 min...,Payment_Account,False
42663,Yo @115873 you overcharged me. Fix it pleaseeee,Payment_Account,False
6984,@Uber_Support This is what m getting everytime...Any response to this ? https://t.co/ZgFJCQjRN8,General_Inquiry,False
8593,@Uber_Support @117516 this was our driver she was so rude and tried to sell us fishplates during our ride. https://t.co/J8OtncW9vI,Ride_Issue,False
28984,@Uber_Support That doesn't help at all. The driver never called me once and now he has my delivery for himself. Its disgusting and an absolute joke.,Ride_Issue,False
31557,@Uber_Support Still waiting,Ride_Issue,False
15344,@115873 @115879 is there a way to check peak riding hours to avoid surge pricing?,General_Inquiry,False
1793,@Uber_Support I did. No response.,General_Inquiry,False
4921,So my $12 ride just turned into $387. Really @115873 ??? https://t.co/0mxOCJC81m,General_Inquiry,False
31510,Hey @115873 what's the use of the app if the driver will ask for directions anyway?,Ride_Issue,False
43393,@Uber_Support  plz help me in letting knw y I m nt able 2 buk ride its shwng nt avaliable in ur area bt if my frnds  do d sme they r able 2,General_Inquiry,False
30858,@Uber_Support How can I expedite getting my account re-enabled?,Payment_Account,False
19763,"@Uber_Support 
Dear Team, We moved to US from India(Hyderabad)but still I receive the coupons with respect to Hyd.Pls do the needful",Payment_Account,False
19234,@Uber_Support i was charged RS 22.67 extra for sucharges &amp; fees .i was overcharged. i have mail 2 time noreply from your side. Did not halt?,Payment_Account,False
14635,.@Uber_Support Its been 6 days you guys promised to give me the Uber Credits.. But I can't see any credits in my Account ..plzz see to it,Payment_Account,False
10319,"@115873 @Uber_Support hopeless. Waiting for someone to respond on my request, more than 30 hrs",Ride_Issue,False
19770,@Uber_Support I have uploaded my issue and would need a response urgently!,General_Inquiry,False
2452,"@115873 @Uber_Support 
My wife account got charged w 2 uber eats orders we never placed.
Called help number,  and after 20 min hold, all we were told had to email uber help
Seriously?",Payment_Account,False
2451,"@Uber_Support I already messaged you her email address. Not sure what you mean with in-app support, but do you realize you guys deactivated her account?",Payment_Account,False
3719,@Uber_Support Are you going to email me or not,General_Inquiry,False
12031,@Uber_Support Just signed up thru ShopYourWay. Supposed to get promo for 1st ride free and $5 back in SYW points. No code sent?,Payment_Account,False
44058,Don’t expect any support from @Uber_Support. Might as well just keep sending emails and DM  in their app. You are basically useless as a customer to them.,General_Inquiry,False
38269,@Uber_Support It said I don’t have taken any trips yet so I can’t type in anything from there.,General_Inquiry,False
2733,.@115873 how do i dispute a charge?,Payment_Account,False
1802,"@Uber_Support I already dm y'all about 30 mins ago, check it out it is long and detailed.",General_Inquiry,False
12628,@Uber_Support I did about 30 minutes ago. Have not heard anything or any response. I’ll just contest through my credit card.,General_Inquiry,False
35352,@Uber_Support it's the morning and you give me a Uber driver who took 30 min to get to me. I'm so fucking late to school,Ride_Issue,False
19221,"@Uber_Support Overcharged on my ride yesterday. The driver took the longest route for no reason. Estimated was ₹232, actual is ₹340",Payment_Account,False
35370,@Uber_Support I am having issues with the sign up process It has been 12 days since adding my licence and reges and this it taking very long,General_Inquiry,False
16931,".@119720 this driver called as soon as he was booked to ask me where I was going. I told him I put it in the app. He then YELLED ""Where are you going?"" I repeated my answer and he hung up on me.  That was six minutes ago and he hasn't moved since. #waitinggame #IAD https://t.co/pMyyYZaWyo",Ride_Issue,False
21614,@115873 Can I have a contact number,General_Inquiry,False
12630,@115877 My 1st experience was NOT GOOD. All dishes poor. #cantonchilli #jumboshrimpswithspicypepper Pic when I opened the lid $16.95 https://t.co/7mMPOpz6z2,General_Inquiry,False
44055,"@Uber_Support serious issue, check DM asap",General_Inquiry,False
23230,@115873 I don’t think reminding your staff of your community guidelines is good enough #DontGoLosingYourLicenceAgainHey  #NotGoodEnough https://t.co/AWL26oXhhN,General_Inquiry,False
3817,@115873 I had a horrifying experience with the driver Suresh: 9958520468. he refused to pickup and threaten me cancel the booking or else...,Ride_Issue,True
40582,@Uber_Support i am waiting for 15 minutes when waiting time was 5 minutes.. driver went right past me.. what is happening?,Ride_Issue,False
19004,#uber charging GST before discount?? This is not correct. @115873 https://t.co/aiHOan9eBG,General_Inquiry,False
25025,"@Uber_Support My email id is __email__ &amp; mob 8860603869, I have been overcharged, instead of 129Rs. 1045Rs have charged.",Payment_Account,False
3809,@Uber_Support one of your drivers just started my ride without picking me up,Ride_Issue,False
2408,"@115877 dealing with a driver who is literally incompetent and just swore down the phone, i hope this isn’t what ubereats stands for?",Lost_Item,True
16138,@115873 I better not have been charged for the trip that my driver didn’t show up for!,Payment_Account,False
20067,@Uber_Support Therefore i prefer taking @1318 these days,General_Inquiry,False
30561,@Uber_Support Still waiting for my account to be closed &amp; an email from uber team.It's been more than 12hrs now.That's not good customer service at all,Payment_Account,False
18436,.@Uber_Support - someone is trying to hack my account. I have been sent 11 verification codes that I didn't request. Can you please help?,Payment_Account,False
43390,@Uber_Support sent a dm with my email. If I get another generic email response to my complaint I’m going to freak out. Thanks.,General_Inquiry,False
17940,@115873 wtf is this busy area charge on UberEATS. Could get two big Mac meals instead of one with,Payment_Account,False
26986,@Uber_Support I haven't received any communication yet..and all I get is some automated replies...This is seriously not what is expected from you..,General_Inquiry,False
9859,@Uber_Support but i dont register yet thanks to the sms code,General_Inquiry,False
18999,I have been charged toll tax by Driver. Asked for cash but these people are not ready to verify with driver. @Uber_Support @390 https://t.co/stcBLqIzKN,Payment_Account,False
