tweet_id,text,Intent,Requires_Escalation,Trivial_Pred,Simple_ML_Pred,Agent_Intent,Agent_Reply,Agent_Escalate,Agent_Reason,Judge_Score
17288,A drunk driver just demolished my @115873 ... #HappyBirthday,Ride_Issue,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
30561,@Uber_Support Still waiting for my account to be closed &amp; an email from uber team.It's been more than 12hrs now.That's not good customer service at all,Payment_Account,False,General_Inquiry,Payment_Account,Payment_Account,We want to review this fare dispute. Please send us a direct message with your registered phone number and trip details so our payments team can verify the charges.,False,Standard issue resolved via grounded app guidance and policy links.,3
21995,"@Uber_Support not impressed ordered &amp; advised to come into reception desk, driver never arrives so no food and then get double charged",Payment_Account,False,General_Inquiry,Payment_Account,Payment_Account,We want to review this fare dispute. Please send us a direct message with your registered phone number and trip details so our payments team can verify the charges.,False,Standard issue resolved via grounded app guidance and policy links.,3
38269,@Uber_Support It said I don’t have taken any trips yet so I can’t type in anything from there.,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
42659,@Uber_Support called this uber like 8 minutes ago and he just started moving https://t.co/2VoSRpHuf7,General_Inquiry,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
36698,@Uber_Support Yes and free food isnt there...,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
14873,@Uber_Support please read my DM for i need to get up and running as fast a possible. Thank you,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
32001,@Uber_Support Since 12Oct you are saying that 2 reversals will b credited in 2-3 days. Its November guys. Where are the reversals?#UberSucks,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
11148,@Uber_Support I have been doing that for the last 50mins no reply,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
23230,@115873 I don’t think reminding your staff of your community guidelines is good enough #DontGoLosingYourLicenceAgainHey  #NotGoodEnough https://t.co/AWL26oXhhN,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
2098,kya khassi support hai yaar @Uber_Support. i am an uber rider not driver. they are telling me to take docs to nearby uber office for verification and all i was asked was to update my cellphone number 👺👺,Lost_Item,True,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
15266,when ya uber smells like weed,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
14882,@Uber_Support Ur in app support refuses to acknowledge promise made by phone CS rep for refund. U used to have stellar CS. Now the worst.,Lost_Item,True,General_Inquiry,Lost_Item,Lost_Item,We understand losing an item is stressful. Please navigate to 'Activity' > Select your ride > 'Find lost item' in the Uber app to connect directly with your driver.,True,Immediate live coordination required to recover personal property from driver.,7
39699,@Uber_Support No that isn’t what I asked. I asked how I can ensure that one car will fit luggage for my family of 3.,General_Inquiry,False,General_Inquiry,Payment_Account,Payment_Account,We want to review this fare dispute. Please send us a direct message with your registered phone number and trip details so our payments team can verify the charges.,False,Standard issue resolved via grounded app guidance and policy links.,3
3163,"Uber driver drove me to wrong location, makes me get out anyway and @115873 won't provide a proper refund 🙃🙃🙃 #Delete #Fail Sup @115879 😘😘😘",Payment_Account,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
2441,@115873 i’m only a few months away from 21. let me drive anyway,General_Inquiry,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
18218,@Uber_Support: my account __email__. I'm not sure what happened the app came on and offered me affair when I wasn't working,Payment_Account,False,General_Inquiry,Payment_Account,Payment_Account,We want to review this fare dispute. Please send us a direct message with your registered phone number and trip details so our payments team can verify the charges.,False,Standard issue resolved via grounded app guidance and policy links.,3
1800,@115873 hi just for a ride and it seemed to think I wanted to go to my original location. I canceled trip but want to see about being credited,Ride_Issue,False,General_Inquiry,Payment_Account,Payment_Account,We want to review this fare dispute. Please send us a direct message with your registered phone number and trip details so our payments team can verify the charges.,False,Standard issue resolved via grounded app guidance and policy links.,3
21994,@Uber_Support Very rude from your customer service to tell me it’s my fault.. the address I had asked was a hotel the driver didn’t even come inside,Ride_Issue,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
14345,@115873 You need to vet your drivers its criminal.,Ride_Issue,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
42663,Yo @115873 you overcharged me. Fix it pleaseeee,Payment_Account,False,General_Inquiry,Payment_Account,Payment_Account,We want to review this fare dispute. Please send us a direct message with your registered phone number and trip details so our payments team can verify the charges.,False,Standard issue resolved via grounded app guidance and policy links.,3
2408,"@115877 dealing with a driver who is literally incompetent and just swore down the phone, i hope this isn’t what ubereats stands for?",Lost_Item,True,General_Inquiry,Lost_Item,Lost_Item,We understand losing an item is stressful. Please navigate to 'Activity' > Select your ride > 'Find lost item' in the Uber app to connect directly with your driver.,True,Immediate live coordination required to recover personal property from driver.,7
19004,#uber charging GST before discount?? This is not correct. @115873 https://t.co/aiHOan9eBG,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
35352,@Uber_Support it's the morning and you give me a Uber driver who took 30 min to get to me. I'm so fucking late to school,Ride_Issue,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
31512,@115873 @Uber_Support Support team has stopped responding. Can someone look into this???,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
44040,"With such issues, can we really rely on @115873 @Uber_Support  @115879 @AskLyft services ?
Also, they don't have any customer care to contact for immediate assistance. 

#UberStories #LyftStories #NotGood https://t.co/kM9RICCVXp",General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
43968,I'm in Toronto and @115877 is trying to scam me by not flagging a surcharge see please help a $14 surcharge is ridiculous and I immediately tried to cancel,Payment_Account,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
18444,Bru @115873 why tf would I spend 146$ on a uber ride ?! I kould go get a rental for da day with dat bullshit !,General_Inquiry,False,General_Inquiry,Payment_Account,Payment_Account,We want to review this fare dispute. Please send us a direct message with your registered phone number and trip details so our payments team can verify the charges.,False,Standard issue resolved via grounded app guidance and policy links.,3
43393,@Uber_Support  plz help me in letting knw y I m nt able 2 buk ride its shwng nt avaliable in ur area bt if my frnds  do d sme they r able 2,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
3817,@115873 I had a horrifying experience with the driver Suresh: 9958520468. he refused to pickup and threaten me cancel the booking or else...,Ride_Issue,True,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
44055,"@Uber_Support serious issue, check DM asap",General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
45622,@Uber_Support Luckily I wasn’t riding in the car with him. Don’t know who he was but here’s his license plate. https://t.co/Ne4L7UHCfy,Ride_Issue,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
19220,@Uber_Support This hardly helps.,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
20084,@Uber_Support it's been 3 days after several reminders.....no one is replying...when it comes to refund...Uber support is vanished.... https://t.co/MJeuT1clHg,Payment_Account,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
18212,"@115873 still it ask me to pay to next driver, why I have to pay, and it wasted around my 1 hour and you asshole will just say sorry for this",Ride_Issue,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
4923,@Uber_Support how do you add a driver?,Ride_Issue,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
18999,I have been charged toll tax by Driver. Asked for cash but these people are not ready to verify with driver. @Uber_Support @390 https://t.co/stcBLqIzKN,Payment_Account,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
4921,So my $12 ride just turned into $387. Really @115873 ??? https://t.co/0mxOCJC81m,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
3161,@Uber_Support Already spoke with you guys through the app. Wasn't helpful.,General_Inquiry,False,General_Inquiry,Payment_Account,Payment_Account,We want to review this fare dispute. Please send us a direct message with your registered phone number and trip details so our payments team can verify the charges.,False,Standard issue resolved via grounded app guidance and policy links.,3
39702,@Uber_Support But I need to know now this is a scheduled ride for Friday.,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
3815,Wtf just happened. @115873 how do i complain abott a driver who canceled on me due to discriminatory and racist judgements.#uber,Ride_Issue,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
35363,@Uber_Support I wana change my uber profile from Australia to Malaysia.,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
43389,@Uber_Support My fair was adjusted by THREE DOLLARS. Lol. I need a refund for the whole trip. And for the hour I’ve spent dealing with this. https://t.co/VBeqK0v3Ge,Payment_Account,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
3719,@Uber_Support Are you going to email me or not,General_Inquiry,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
20506,"Solid @115873 drivers out here that drive around without their lights on! Not getting in that car, keep up the good work gang.",Ride_Issue,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
18436,.@Uber_Support - someone is trying to hack my account. I have been sent 11 verification codes that I didn't request. Can you please help?,Payment_Account,False,General_Inquiry,Payment_Account,Payment_Account,We want to review this fare dispute. Please send us a direct message with your registered phone number and trip details so our payments team can verify the charges.,False,Standard issue resolved via grounded app guidance and policy links.,3
38279,@115873 many email to get $1.00 back from a toll. Toll Receipt proves I paid.  Uber Help says they confirm it was $2.00. I paid $3.00,Payment_Account,False,General_Inquiry,General_Inquiry,General_Inquiry,Thank you for reaching out to Uber Support. Please let us know if you need assistance with an ongoing trip or your app settings.,False,Standard issue resolved via grounded app guidance and policy links.,6
43395,@Uber_Support Why I have to pay wait time charge when I was ahead of schedule and driver was late? Instead I should get a compensation.,Payment_Account,False,General_Inquiry,Ride_Issue,Ride_Issue,We are sorry for this experience with your trip. Your safety and comfort are our top priorities. Please DM us your trip details so we can investigate the driver.,False,Standard issue resolved via grounded app guidance and policy links.,10
